row ID,row m/z,row retention time,20220504_groupC_DBGI_07_01.mzML Peak area,20220504_groupC_DBGI_07_02.mzML Peak area,20220504_groupC_DBGI_07_03.mzML Peak area,20220504_groupC_DBGI_07_04.mzML Peak area,20220504_groupC_DBGI_07_05.mzML Peak area,20220504_groupC_DBGI_07_06.mzML Peak area,20220504_groupC_DBGI_07_07.mzML Peak area,20220504_groupC_DBGI_07_08.mzML Peak area,20220504_groupC_DBGI_07_09.mzML Peak area,20220504_groupC_DBGI_07_10.mzML Peak area,20220504_groupC_DBGI_07_11.mzML Peak area,20220504_groupC_DBGI_07_12.mzML Peak area,20220504_groupC_DBGI_07_13.mzML Peak area,20220504_groupC_DBGI_07_14.mzML Peak area,20220504_groupC_DBGI_07_nd_20220504181114.mzML Peak area,
307,249.0364752875434,0.40622580333333336,2709796.6331011127,0,0,9322157.131523456,2117928.9784192313,1609736.2440747744,0,8275905.448249426,1.3599657414573526E7,0,0,2.862454166466938E7,4135865.88547667,1.2731912657158762E7,0,
309,219.13400268554688,0.86442558,4003955.748522394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,325.1129570007324,0.4711669762499999,5095828.929740252,0,0,1561981.7506957694,3878674.369090162,0,0,1966214.698320139,4036504.3066516696,0,1577134.5177759742,6309025.371680832,0,7409083.68268605,0,
312,301.2162170410156,5.980441,930137.780663261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,258.04959978376115,0.45084777857142855,3597384.276409086,0,0,0,0,0,0,4243824.599632763,5292765.039330883,5319415.017079386,5165390.519688991,0,3018317.745685847,1.2173712192925824E7,0,
315,153.9978167215983,0.5710532258333333,9186130.670862017,7555963.949321387,7983190.156959151,0,8595437.783333138,9913999.381241906,9686684.259884587,0,8252850.491086706,7395977.257978687,0,8582937.239240794,7986578.197515527,8000650.190163375,1.649627062271593E7,
316,135.1169230143229,3.828243533333333,1433877.5796656176,0,0,0,0,0,0,0,1433930.830037606,0,6710505.542833727,0,0,0,0,
317,145.0495635986328,0.4713053960000001,5562234.225201188,2682058.6502838847,2329996.0044129,0,3254746.4123395695,0,0,2519285.5245219376,3801351.3448958914,3228337.5342559116,2217901.403256243,5425028.778654283,0,3527278.8849690566,0,
319,135.11693572998047,3.403458175,1406993.1541314304,0,0,0,0,0,0,0,9767902.152322324,0,1.3365868116213186E7,0,0,3650234.492147238,0,
320,156.04199600219727,0.382574255,2699797.276506807,7483329.541261519,0,3745848.484443038,0,0,0,1.253567691377475E7,8004099.624519674,2744392.1113625458,0,1.5918030729839662E7,0,1.2860244910658253E7,0,
322,137.13255310058594,3.41963798,1302071.619464812,0,0,0,0,0,0,0,1.5321935086341659E7,0,1.546901940743271E7,0,1.1207253748521287E7,3.241525796092202E7,0,
323,205.19520568847656,7.2376337,1329421.6113746045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,217.15472412109375,0.66613495,3592782.111048977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,205.1951675415039,7.1125933,1549724.0655699135,0,0,0,0,0,0,0,3622832.8412975804,0,1103074.5253271225,0,0,0,0,
328,198.02484512329102,0.43960572249999996,3462791.2723254175,0,7126279.105195856,0,0,5158690.351290411,0,8232609.059780062,1897494.4088428698,2.1558418423710283E7,1865049.115254261,0,0,1696198.6427253177,0,
329,102.55317942301433,0.3337028666666666,1891440.259616737,0,0,0,0,0,0,0,0,4779053.231175317,1913039.8995559693,0,0,0,0,
331,301.21612548828125,6.4368797,1160886.259610995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,205.1950454711914,5.444287366666667,1200389.8182245647,0,0,0,0,2671489.258485602,1225141.6750443752,0,1538309.1387935649,1581109.1525745199,1500051.4870706294,0,0,0,0,
333,172.97598775227866,0.4444275466666666,3217185.6519303364,0,3596887.274533443,0,0,0,0,1601640.4209665633,3165729.6128877015,4164390.4166635666,4542546.261272868,0,3053355.330421659,3151644.369322537,1.1302259453961076E7,
338,233.14964294433594,0.95964493,2557695.5214571874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343,189.12347412109375,0.95964493,2541391.6396304155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,415.10009511311847,0.5661724483333334,2914028.2824690943,0,1.2092519205554795E7,0,1.6744121235291846E7,0,0,0,7040457.332254349,0,0,1700413.9459473933,0,7.34984049468483E7,0,
347,132.10198974609375,1.024046,8396808.370391428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,230.9901782444545,0.43742329857142853,2298650.666046393,8047751.882096101,5252439.829652475,1.7740843606880303E7,5983095.369672377,1.664291974118636E7,1640332.1933584101,1.0306391718011696E7,3698599.5688308585,4836501.3978736,1462691.0366956405,4191765.2176057906,7665834.496610589,5052530.215630913,0,
353,168.01338750665838,0.5114176209090909,2141070.4586564642,0,0,3403409.671178398,1767397.72782914,2586398.2933215564,2979031.0488702394,0,2596900.937001442,0,2645763.5859150565,2271730.1500711874,2603211.4802669073,2042228.7828149628,1.9313060830108356E7,
356,147.07644653320312,1.3046414,1015637.2302729441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,203.00375061035157,0.43084821,2374206.1529476116,0,5449350.694563469,0,0,4858123.388258006,0,6304463.521000386,0,1.9075904411501758E7,0,0,0,0,0,
361,261.14453125,0.98026755,1483435.9550511555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362,120.05587387084961,7.45641305,2239224.8123416845,0,0,0,0,0,0,0,0,0,2246462.9827344283,0,0,0,0,
363,584.4221435546875,6.42639032,879496.1820233553,2225916.4713256713,0,1613393.3479996915,961876.5844867495,0,0,2694133.2743803225,0,0,0,0,0,0,0,
364,584.422021484375,5.6644822,966008.6345668152,2161163.4601756944,0,1606232.9332042418,1696747.2845403703,0,0,1791417.9361475536,0,0,0,0,0,0,0,
365,850.7850189208984,6.588713449999999,4132014.063846241,0,0,5508228.769557929,0,0,0,0,0,0,0,0,5089607.126749416,5582731.213967235,0,
366,151.0350570678711,0.9018766375,5226549.231808452,0,7868441.623821804,0,0,5722808.930352353,0,0,0,0,5969505.884573691,0,0,0,0,
369,165.05469512939453,0.48354929,1514081.996854576,0,0,2289814.663408368,0,0,0,0,0,0,0,0,0,0,0,
371,130.0863494873047,0.95964493,3694568.85110966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,104.10741424560547,5.8730385,764372.0300507067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,355.2995376586914,6.243975725,0,1.815577271960319E8,1.3904243507684413E8,0,4.308947572301054E8,3.924270108212861E7,0,0,0,0,0,0,0,0,0,
376,383.2584279378255,4.529909833333334,0,1.3084651813223894E8,1.869683215284639E8,0,2.6610610672024602E8,0,0,0,0,0,0,0,0,0,0,
377,385.2739196777344,4.53119142,0,1.266408492913779E8,1.1729466594196635E8,0,2.8374472729851913E8,6.820584521746796E7,0,0,0,3.543139846182146E7,0,0,0,0,0,
378,259.2420989990234,5.420811219999999,0,1.5265502788029465E8,8.552237485751767E7,0,1.81858924000906E8,7.452254090525866E7,0,0,0,5.0442792761565946E7,0,0,0,0,0,
379,299.09163774762834,4.1854039,0,1.3716242363582548E8,4.562436763995314E8,1.3115388536002308E7,4.481922623160888E8,3.3300167558875924E8,1.5432980440470494E7,5598436.384447703,0,0,0,0,0,0,0,
380,371.29453735351564,5.00855684,0,1.3979879833854547E8,4.087029450352474E8,0,2.18801256009564E8,1.459258653742627E7,0,0,0,1.381162932073847E7,0,0,0,0,0,
381,369.2789535522461,4.507421175,0,9.323496741388367E7,5.945496982145813E8,0,9.589522179656726E7,7185402.6522792205,0,0,0,0,0,0,0,0,0,
382,367.2635498046875,4.5282713249999995,0,1.395936592308003E8,3.316433561650551E8,0,2.6679083074066654E8,1.559678958213226E8,0,0,0,0,0,0,0,0,0,
383,369.2789764404297,5.436876379999999,0,1.1593170093125255E8,6.947838304718746E7,0,2.1152529623168474E8,5.514148957280372E7,0,0,0,2.2011399517714736E8,0,0,0,0,0,
384,411.28797403971356,5.0190306,0,8.288520905590191E7,0,0,1.0390963910105878E8,2392711.7859895364,0,0,0,0,0,0,0,0,0,
385,161.09617042541504,4.539603375,0,1.3593872411701182E8,1.5027473347481874E8,0,2.9737043527702296E8,0,0,0,0,2660872.9706756454,0,0,0,0,0,
386,423.2240753173828,1.4339938,0,3.66702571218009E8,0,0,0,0,0,0,0,2527864.187451005,0,0,0,0,0,
387,339.3047103881836,5.756106225,0,5.9997569763971865E7,9.675243299842049E7,0,1.949764175750299E8,1.4400376071200548E7,0,0,0,0,0,0,0,0,0,
388,401.26893107096356,4.527289766666667,0,5.199065379407102E7,7.543644010510282E7,0,1.0780375838795635E8,0,0,0,0,0,0,0,0,0,0,
389,365.24794514973956,4.529909833333334,0,4.560244503698664E7,6.479467116913559E7,0,9.690758147710617E7,0,0,0,0,0,0,0,0,0,0,
390,357.3150939941406,5.760668675,0,4.927007157002882E7,8.942491610095337E7,0,1.5759220390248004E8,1.2519437275899192E7,0,0,0,0,0,0,0,0,0,
391,289.21642049153644,4.5378583,0,4.392122160665922E7,2.634250657865602E8,0,4.3873368770352624E7,0,0,0,0,0,0,0,0,0,0,
392,353.284122467041,5.272144024999999,0,4.15977230040221E7,1.7306467071851915E8,0,8.582843165063518E7,2.574798144022631E8,0,0,0,0,0,0,0,0,0,
393,273.22156524658203,4.5053993,0,4.870332692972581E7,3.116502065915622E8,0,5.0328486380823396E7,2811324.8237891663,0,0,0,0,0,0,0,0,0,
394,425.2664398193359,4.5496382,0,8.00265128464663E7,1.6715099334814864E8,0,1.3047412503847489E8,2.203277466970047E7,0,0,0,2.9765306287860475E7,0,0,0,0,0,
395,387.2894989013672,5.34226956,0,7.912036060899353E7,3.3469230266810536E7,0,1.4891240724149424E8,3.483005807764332E7,0,0,0,1.9576302347854257E7,0,0,0,0,0,
396,427.2821159362793,4.507421175,0,4.899267940168145E7,1.900828007992842E8,0,4.743697545629631E7,4085474.0985349384,0,0,0,0,0,0,0,0,0,
397,469.2921447753906,5.02223845,0,3.6273301460352585E7,0,0,6.6010053760441005E7,0,0,0,0,0,0,0,0,0,0,
398,401.3050903320312,5.420811219999999,0,4.3134101154565655E7,2.4459183988901228E7,0,4.899627016060154E7,2.073533802012738E7,0,0,0,1.5021277429571617E7,0,0,0,0,0,
399,423.2508951822917,4.529909833333334,0,2.9828720659720343E7,2.5765789776774593E7,0,6.5515412584722094E7,0,0,0,0,0,0,0,0,0,0,
400,369.27904052734374,5.28961078,0,5.808629663283122E7,1.8997890253983924E8,0,1.307408426783939E8,9.013115090162164E7,0,0,0,4.175453008174989E8,0,0,0,0,0,
401,161.09609985351562,5.023904666666667,0,5.416590601864373E7,0,0,2.0462033740052763E8,0,0,0,0,4.309632933957023E7,0,0,0,0,0,
402,387.2895141601563,4.883786819999999,0,3.497849048067606E7,2.4095929414808117E7,0,5.937767099753912E7,2.0551986296665482E7,0,0,0,7026361.025703398,0,0,0,0,0,
403,441.2976531982422,5.42308914,0,3.22618792326227E7,2.4478381821445372E7,0,2.2058187458590362E7,1.3250759363264525E7,0,0,0,1.0491288619212296E7,0,0,0,0,0,
404,397.30760701497394,5.7606683,0,3.126965888501456E7,4.6055435542942144E7,0,6.6782575644361116E7,0,0,0,0,0,0,0,0,0,0,
405,264.23224449157715,4.5739520250000005,0,3.1892507694170352E7,1.0412647844608709E8,1.465317129567984E7,5.02160383210932E7,2.197120631203258E7,4559586.700138106,6899566.5643297285,0,2.735147517147676E7,0,0,0,0,0,
406,383.2584259033203,4.777579279999999,0,2.612040973109171E7,2.2305334319607002E8,0,5.740126918432238E7,1.2845769987483184E8,0,0,0,6.089925442137907E7,0,0,0,0,0,
407,385.2739685058594,4.797845180000001,0,2.1184979669039037E7,5.411340649166455E8,0,4.7302471356848374E7,1.7819991908039543E8,0,0,0,1271602.3017407898,0,0,0,0,0,
408,161.09612464904785,4.776100825,0,2.6910013930408657E7,1.2907404558378202E8,0,5.812337084971426E7,1.5792766601151845E8,0,0,0,0,0,0,0,0,0,
409,271.2058614095052,4.535170866666667,0,2.5863762655178655E7,1.2929676343287703E8,0,3.404388246676568E7,0,0,0,0,0,0,0,0,0,0,
410,459.3085250854492,5.341354924999999,0,5.342653109581697E7,3.814673345372926E7,0,7.365078447237663E7,3.4907891591535576E7,0,0,0,0,0,0,0,0,0,
411,351.2682220458984,5.042022619999999,0,2.4564074105181705E7,7713427.69542868,0,5.34526641444492E7,3991373.869927761,0,0,0,1.6485514308604678E7,0,0,0,0,0,
412,209.1172663370768,1.6928961333333332,0,1.6473577892770493E7,5.04377705848976E7,0,1.8362263011459384E7,0,0,0,0,0,0,0,0,0,0,
413,411.28709411621094,5.2743403749999995,0,3.856210006928897E7,5.769586086074425E7,0,4.748576661812882E7,7.509022147362553E7,0,0,0,0,0,0,0,0,0,
414,367.2637084960937,4.78144338,0,1.815100893268744E7,4.881244791645321E7,0,4.06276741236662E7,1.531015806060854E8,0,0,0,957697.15116347,0,0,0,0,0,
415,260.2498474121094,5.328291066666666,0,3.0663055830166463E7,8778534.36119395,0,6.748828843053983E7,0,0,0,0,0,0,0,0,0,0,
416,463.08734130859375,2.1519610857142855,0,2.0948144918217048E7,0,0,6.717541819219714E7,2791628.065061248,0,0,1.086744633124294E7,0,1.9112550339702055E7,0,1.0725910840467477E8,4.778565725627261E7,0,
417,322.2743377685547,4.235695,0,1.7239866296091057E7,1.4010498275174195E7,0,0,0,0,0,0,0,0,0,0,0,0,
418,409.27354431152344,5.01830925,0,1.8682676869009115E7,0,0,7.42620600103827E7,0,0,0,0,0,0,0,0,0,0,
419,353.284174601237,6.263137499999999,0,1.9186901832355075E7,5234045.526424596,0,5.3728791813757256E7,0,0,0,0,0,0,0,0,0,0,
420,445.29290771484375,4.890797450000001,0,2.4790804983215746E7,1.4533275738889225E7,0,3.213575766458477E7,1.5751495009519758E7,0,0,0,0,0,0,0,0,0,
421,245.22631072998047,5.756106225,0,1.7869065644576456E7,2.752222073554314E7,0,5.99398069732559E7,4165454.85776762,0,0,0,0,0,0,0,0,0,
422,315.23154703776044,5.072731233333333,0,1.6377063781561991E7,2933636.0416488037,0,2.0849782616642278E7,0,0,0,0,0,0,0,0,0,0,
423,353.2841796875,5.38726805,0,1.4911626729197374E7,0,0,2.718708821001117E7,0,0,0,0,0,0,0,0,0,0,
424,259.24195098876953,6.243975725,0,1.6107468283059062E7,1.1946914012200506E7,0,3.75050188796886E7,3287495.5587502704,0,0,0,0,0,0,0,0,0,
425,351.26856486002606,4.504340133333333,0,1.287515797277665E7,8.648386999107209E7,0,1.3175350727667904E7,0,0,0,0,0,0,0,0,0,0,
426,357.3152732849121,4.748832525,0,1.494802275902655E7,5245923.376815022,0,7022766.297531746,7409317.0296949735,0,0,0,0,0,0,0,0,0,
427,209.11720530192056,1.5441420666666668,0,9386206.75440842,3.5105610587779194E7,0,1.0892948716831533E7,3920496.672914256,0,0,1.0462391974854046E7,0,7878232.81460694,0,0,0,0,
428,161.09611002604166,6.263137499999999,0,1.2942452618899887E7,3349187.5699924976,0,3.73947347236991E7,0,0,0,0,0,0,0,0,0,0,
430,353.28407287597656,6.78269895,0,2.277332047122748E7,1.1995907632561514E7,0,3.1370630780288003E7,1.078375406781346E7,0,0,0,0,0,0,0,0,0,
431,371.2945556640625,4.8247198000000004,0,3.0002892496296745E7,0,0,0,1.696487891452302E7,0,0,0,0,0,0,0,0,0,
432,353.2686462402344,4.0775732,0,9782717.042956604,0,0,0,0,0,0,0,0,0,0,0,0,0,
433,367.26343536376953,5.01830925,0,1.3215842593871001E7,0,0,5.054295410925539E7,0,0,0,0,0,0,0,0,0,0,
434,369.2790336608887,4.990175525,0,1.2758706382248411E7,5.290187512222338E7,0,2.0304971593946657E8,0,0,0,0,6.292401569895895E7,0,0,0,0,0,
435,401.2689453125,4.784766660000001,0,1.0745928214557832E7,1.5917219691698873E8,0,2.523163668761363E7,5.120027813099956E7,0,0,0,1.7099675490844663E7,0,0,0,0,0,
436,455.2765777587891,4.7323433,0,1.155999130464752E7,6.604111959822837E7,0,9878408.706508338,4.8209477376507215E7,0,0,0,2.7476441777108718E7,0,0,0,0,0,
437,243.21098836263022,4.5378583,0,1.1764812922733441E7,7.610722926591451E7,0,1.2056576963900888E7,0,0,0,0,0,0,0,0,0,0,
438,601.4235483805338,6.0123258,0,1.2391715691270467E7,0,1.0606235837128503E7,0,1.2549518842174664E7,0,8138407.408935541,0,1.3479409546753485E7,0,1.003489099631684E7,0,0,0,
439,464.3735107421875,5.4189117,0,1.573866589498064E7,1.1146801092547439E7,0,1.600443065460252E7,1.1679566646209719E7,0,0,0,1.1236380708670052E7,0,0,0,0,0,
440,255.2105458577474,5.0156985999999995,0,1.0767025293568721E7,0,0,1.6551619328652767E7,0,0,0,0,3662455.563557196,0,0,0,0,0,
441,427.2831319173177,5.0152605333333335,0,1.1310986895850645E7,1565935.0661212082,0,4.3500525279514894E7,0,0,0,0,0,0,0,0,0,0,
442,453.33624267578125,5.042446033333333,0,1.0083609145912327E7,0,0,0,0,0,0,1458426.730332929,0,0,0,0,1703252.1259113967,0,
443,161.09612655639648,6.78269895,0,1.8705338006267983E7,1.0498754974049658E7,0,2.5464109900362108E7,9012275.652777635,0,0,0,0,0,0,0,0,0,
444,181.04956665039063,1.5943450599999998,0,1.4027328490247225E7,0,0,1.4286920189553581E7,0,0,0,0,9409330.795473931,0,0,2548662.095147073,7140075.135934894,0,
445,259.24212646484375,4.88564346,0,1.4763361449170412E7,7727284.340613845,0,2.7682530896145046E7,6842315.9615921145,0,0,0,1865382.0506401942,0,0,0,0,0,
446,371.29436950683595,6.2463683,0,1.1184001952943033E7,9851100.315237736,0,1.8956421730132893E7,4343841.283345501,0,0,0,1970509.9434828837,0,0,0,0,0,
447,491.2980550130208,3.591885766666666,0,1.208932235328906E7,3.598903678106637E7,0,1.061491013604651E7,0,0,0,0,0,0,0,0,0,0,
448,436.3421936035156,5.4188445,0,1.0488434431032376E7,5994324.080611846,0,1.1838646580763666E7,0,0,0,0,0,0,0,0,0,0,
449,285.07576751708984,3.46546575,0,1.261983072656292E7,5.162047666192179E7,0,3.5156961237070575E7,5.931565152414038E7,0,0,0,0,0,0,0,0,0,
450,205.19519170125326,4.578588933333333,0,1.2017972444555037E7,2.1801624418136126E8,0,1.9141953079616927E7,1.3147991389348865E7,2645831.569116939,0,0,9624217.153614005,0,0,0,0,0,
451,475.30320231119794,4.2972845,0,9063897.410419356,1.813852905735989E7,0,0,6.094835270565986E7,0,0,0,0,0,0,0,0,0,
452,365.24786071777345,4.777579279999999,0,8303601.969918062,6.404616935552514E7,0,1.9030485066878684E7,9.438610576229067E7,0,0,0,3.2174139567566756E7,0,0,0,0,0,
453,369.278751373291,4.0810283,0,8731599.694507603,1.868771696317018E7,0,8122873.873742638,0,0,0,0,1.0114644767701445E7,0,0,0,0,0,
454,731.2924499511719,3.04284345,0,8679643.328505883,0,0,0,0,0,7435405.961776197,0,0,0,0,0,0,0,
455,353.26866149902344,5.10622555,0,7369559.1454676865,0,0,0,0,0,2716172.771663447,0,0,0,0,0,0,0,
456,353.26869201660156,4.4335287999999995,0,6413544.837249067,0,0,0,0,0,8951108.772796137,0,0,0,0,0,0,0,
457,459.22264099121094,2.4114203,0,7329360.116980096,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,260.24962361653644,4.888277166666667,0,7430784.414464242,2429410.6846388183,0,1.5804048629502445E7,0,0,0,0,0,0,0,0,0,0,
460,337.2527364095052,4.529909833333334,0,9111892.261683386,1.1598311808913331E7,0,1.981947306229039E7,0,0,0,0,0,0,0,0,0,0,
461,275.2367706298828,5.018627133333333,0,7689614.546238035,3.3495714859844577E7,0,1.163413612705701E7,0,0,0,0,0,0,0,0,0,0,
462,353.28404235839844,5.018627133333333,0,9631915.566289382,2.937237942751845E7,0,1.6527293307884848E7,0,0,0,0,0,0,0,0,0,0,
463,441.3727111816406,6.1400451,0,1.623384791660703E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,125.05998611450195,5.3283169,0,8051302.971900392,0,0,1.595554973698025E7,0,0,0,0,0,0,0,0,0,0,
465,353.2687072753906,4.1838902,0,6762273.440630963,0,0,0,0,0,0,0,0,0,0,0,0,0,
466,467.27662658691406,5.01830925,0,8520144.831845088,0,0,4.424666784337995E7,0,0,0,0,0,0,0,0,0,0,
467,475.3033447265625,4.124933733333333,0,8358832.291092467,1.3458597076798452E7,0,0,3.024258596445555E7,0,0,0,0,0,0,0,0,0,
468,161.09611002604166,5.495616833333333,0,9016986.407778138,0,0,0,3.310209544965632E7,0,0,0,1.5762585720957202E8,0,0,0,0,0,
469,434.3630777994792,5.244923533333334,0,9122952.739177093,0,0,1.4801994274355507E7,2746808.2841962473,0,0,0,0,0,0,0,0,0,
470,453.2611592610677,4.687826766666666,0,7647112.88469446,7811765.683793979,0,1.9634665476215787E7,0,0,0,0,0,0,0,0,0,0,
471,415.31849161783856,4.7574451,0,7518338.382927133,0,0,3151305.0435393783,4723666.9072478125,0,0,0,0,0,0,0,0,0,
472,423.3621520996094,6.1400451,0,7475990.511405934,0,0,0,0,0,0,0,0,0,0,0,0,0,
473,263.0163803100586,0.430837937,0,2.6900865418611694E7,4862916.650394357,8226124.210012611,2.2351182795600876E7,7842478.934285453,0,1.5153716949571107E7,0,1.1130381103934098E7,0,3149517.482666869,3476379.3414338813,6713040.697164468,0,
474,385.3106384277344,5.3283169,0,6796582.617539262,0,0,1.2915532409678467E7,0,0,0,0,0,0,0,0,0,0,
475,406.2072219848633,1.6947963000000001,0,4217547.208433995,1.0308415058988828E7,0,0,0,0,0,0,0,0,0,0,0,0,
476,273.22119903564453,5.02487185,0,7779443.571698994,5874999.997389464,0,2.6825678341547165E7,0,0,0,0,2660513.245476523,0,0,0,0,0,
477,583.4147338867188,6.0384556499999995,0,1017233.0962758797,0,1000258.8281236585,0,1327035.39582743,0,0,0,1362540.7150859777,0,4978664.692623899,2654406.539794095,0,0,
478,277.0321044921875,0.43888797090909093,0,3.0335483210773367E7,5879502.725000249,8447304.982500335,3.2460578754247747E7,9167624.365312275,0,1.4881537849768039E7,1648806.8466541418,1.3955784102781516E7,0,3693937.224026066,3073276.2459038724,8685005.71840485,0,
479,383.2583974202474,4.2799653,0,5433994.635669272,1.596234914316664E8,0,0,0,0,0,0,2.0770173820619218E7,0,0,0,0,0,
481,471.27186584472656,3.6688569500000003,0,1.2145647060901323E7,2.705670325358015E7,0,0,0,0,0,0,0,0,0,0,0,0,
482,427.282465616862,4.879349666666666,0,6278067.00922542,1.1321299152104031E7,0,0,5419791.146341501,0,0,0,0,0,0,0,0,0,
483,339.30470784505206,4.751018833333333,0,6092002.73490408,0,0,2247794.5603235755,2888648.08543205,0,0,0,0,0,0,0,0,0,
484,397.23741658528644,3.7392230333333334,0,8988278.844522415,2.1402960205573432E7,0,7258541.436199239,0,0,0,0,0,0,0,0,0,0,
485,122.92464447021484,0.3754339477777778,0,1.258618858381605E7,3746614.713895987,6870425.475822488,4088230.1933769356,3914446.1075832173,2936875.2781176753,4587323.195848877,0,0,0,3863850.706238456,0,3503185.276011769,0,
486,411.2866973876953,6.2435816,0,5715441.171058342,4218816.936771743,0,7335742.287260068,0,0,0,0,0,0,0,0,0,0,
487,273.1847229003906,5.41903215,0,6475008.02927196,0,0,7272555.427247025,0,0,0,0,0,0,0,0,0,0,
488,383.2580973307292,3.5606223999999997,0,5475339.153416424,2.4165618588567376E7,0,4716361.111854688,0,0,0,0,0,0,0,0,0,0,
489,143.08572006225586,4.52795245,0,9212779.781045908,0,0,2.023618653339824E7,0,0,0,0,0,0,0,0,0,0,
490,245.2265682220459,4.5396747500000005,0,7343178.810253768,2.509027179102658E7,0,8536814.016045664,2309510.2940094317,0,0,0,0,0,0,0,0,0,
491,349.2529525756836,4.5282713249999995,0,6999606.835184402,1.5712318592300802E7,0,1.3557705253044121E7,1.0755925287013045E7,0,0,0,0,0,0,0,0,0,
492,420.38329060872394,5.754501033333334,0,6968068.72703135,8785777.893065406,0,1.3704255443668794E7,0,0,0,0,0,0,0,0,0,0,
493,339.26866149902344,4.540470733333334,0,6760042.339208538,4.618851604506859E7,0,7301308.921323359,0,0,0,0,0,0,0,0,0,0,
494,245.2264347076416,5.31174915,0,1.042431053173278E7,1.2731611209243784E7,0,2.131607647847871E7,4306535.171969223,0,0,0,0,0,0,0,0,0,
495,163.03895568847656,2.5966198,0,6628372.469212084,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,457.29246520996094,4.3429498,0,4526925.194652847,1.6100785721782105E7,0,3575189.100644846,5.080233769172893E7,0,0,0,0,0,0,0,0,0,
497,585.2763977050781,1.4069007,0,6075192.929947123,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,273.2577209472656,4.65832562,0,4249223.9117542235,4628043.911138254,0,8978309.254139103,2375617.4766174806,0,0,1209146.2954668873,0,0,0,0,0,0,
499,133.0607852935791,0.43558456999999995,0,1.8594254909646813E7,0,0,0,0,0,0,0,7475762.524664154,4792539.324231225,0,8075432.375901995,0,0,
500,583.4147186279297,5.499475250000001,0,6517663.859836566,4040722.033110724,1.106772621395525E7,5217378.148641392,5092207.4753386285,0,7293622.883810632,0,6278671.07534532,0,5295090.912727777,4885575.890355278,2200272.095421558,0,
501,399.06883239746094,1.1775467499999999,0,6685738.202632123,0,0,9123591.539084233,0,0,0,0,0,0,0,0,0,0,
502,399.2530517578125,3.4622725333333335,0,4394225.5832714895,0,0,6728743.738334066,2.3318625995943733E7,0,0,0,0,0,0,0,0,0,
503,191.1794948577881,5.3004055249999995,0,4127224.807656761,3220996.773054732,0,7713330.531836272,4887033.224204587,0,0,0,0,0,0,0,0,0,
504,199.06017049153647,1.1799237333333332,0,5761993.808144062,3840942.392858515,0,8815141.552273296,0,0,0,0,0,0,0,0,0,0,
505,469.25620524088544,3.7595157666666665,0,7304104.916352034,1.3558978659202622E7,0,6563351.708276753,0,0,0,0,0,0,0,0,0,0,
506,482.384521484375,5.325383466666666,0,1.1027380036437022E7,4381965.860139812,0,1.4830715304630267E7,0,0,0,0,0,0,0,0,0,0,
507,492.3320007324219,3.7392230333333334,0,6816228.220696156,9647787.150633328,0,5430699.605417757,0,0,0,0,0,0,0,0,0,0,
508,473.2874247233073,3.6469405333333333,0,6416885.770596594,3.4340039941382304E7,0,3721643.810118581,0,0,0,0,0,0,0,0,0,0,
509,457.2925491333008,4.15528185,0,6240403.546392513,1.9120177432314858E7,0,6110631.4656502735,0,0,0,0,7659473.018044143,0,0,0,0,0,
510,245.2264836629232,4.891117533333333,0,5618182.583070774,978772.990603872,0,0,2142995.893832433,0,0,0,0,0,0,0,0,0,
511,290.8472900390625,0.37309808,0,6542062.504115097,0,0,0,0,0,0,0,0,0,0,0,0,0,
512,353.2839889526367,4.848238224999999,0,9247127.252981786,1.2503379617770152E7,0,1.4537564620027462E7,1514419.0244894966,0,0,0,0,0,0,0,0,0,
513,827.5448303222656,4.50240695,0,4149544.000731373,0,0,1.1446563757342622E7,0,0,0,0,0,0,0,0,0,0,
514,481.2044982910156,2.37930525,0,4137256.1965579563,0,0,0,0,0,0,0,0,0,8052936.78838019,0,0,0,
515,402.1184590657552,2.1786569666666664,0,4094864.6314861937,0,0,0,0,0,5211480.610780854,0,0,0,0,8457370.586245887,0,0,
516,429.2976188659668,4.821110025,0,1.8949974074334055E7,4481923.331715591,0,2.798749741134236E7,4450874.597954829,0,0,0,0,0,0,0,0,0,
517,445.29355239868164,4.718975674999999,0,6492096.851435796,4820943.990482272,0,1.0170874720621064E7,1679021.6577628308,0,0,0,0,0,0,0,0,0,
518,480.36849212646484,4.1342197249999995,0,5392664.115294324,1.063031137989119E7,0,4147888.143823526,0,0,0,0,1.1707196709280528E7,0,0,0,0,0,
